week,customer_state,hub,product_group,price,freight_value
2018-01-15,RJ,HUB_SaoPaulo,home,39.0,16.11
2017-04-24,BA,HUB_SaoPaulo,home,49.75,20.8
2018-02-05,SP,HUB_SaoPaulo,other,99.99,13.72
2018-03-05,MG,HUB_South,home,59.9,19.95
2018-07-02,SP,HUB_SaoPaulo,other,54.0,8.54
2018-03-26,SP,HUB_SaoPaulo,tech,81.99,13.01
2017-11-20,SP,HUB_SaoPaulo,home,99.0,13.71
2017-05-08,SP,HUB_SaoPaulo,beauty_health,18.99,7.78
2017-05-08,SP,HUB_SaoPaulo,beauty_health,18.99,7.78
2017-05-15,BA,HUB_SaoPaulo,other,38.33,16.79
2017-01-23,MG,HUB_SaoPaulo,home,69.9,18.0
2018-05-14,MG,HUB_MG_RJ,beauty_health,35.9,15.2
2017-11-27,PR,HUB_SaoPaulo,home,79.5,21.05
2017-08-14,RJ,HUB_SaoPaulo,home,29.99,15.1
2018-04-16,SP,HUB_SaoPaulo,tech,109.9,13.21
2018-03-26,SP,HUB_South,other,74.9,16.49
2018-03-26,MG,HUB_SaoPaulo,other,14.95,18.23
2017-12-25,MG,HUB_SaoPaulo,tech,19.99,14.1
2018-02-26,DF,HUB_South,tech,135.0,21.75
2017-01-30,RS,HUB_SaoPaulo,tech,104.0,16.43
2017-10-23,SP,HUB_South,other,149.0,15.8
2017-11-20,SP,HUB_SaoPaulo,tech,279.9,13.46
2018-02-12,PR,HUB_MG_RJ,home,44.9,23.22
2018-08-13,RS,HUB_SaoPaulo,other,29.99,15.31
2017-12-18,MG,HUB_SaoPaulo,beauty_health,120.0,15.59
2018-04-30,PR,HUB_SaoPaulo,other,94.9,18.54
2018-02-12,SC,HUB_SaoPaulo,home,88.34,21.11
2017-06-19,MG,HUB_SaoPaulo,other,199.99,65.56
2018-03-05,SP,HUB_South,other,99.9,19.67
2018-05-14,SP,HUB_SaoPaulo,home,78.0,8.9
2018-05-14,SP,HUB_SaoPaulo,home,78.0,8.9
2017-11-13,PR,HUB_SaoPaulo,beauty_health,155.0,14.84
2018-07-02,SP,HUB_South,home,249.9,34.23
2017-07-31,RS,HUB_MG_RJ,tech,8.99,32.57
2017-07-31,RS,HUB_SaoPaulo,other,44.9,7.16
2017-11-20,RJ,HUB_MG_RJ,home,60.6,17.67
2018-03-19,MG,HUB_SaoPaulo,beauty_health,225.0,67.24
2018-04-09,PR,HUB_SaoPaulo,other,76.0,34.07
2018-03-05,RJ,HUB_SaoPaulo,home,159.0,27.19
2017-05-15,MG,HUB_MG_RJ,other,102.9,14.45
2017-05-15,MG,HUB_MG_RJ,other,102.9,14.45
2018-04-23,RJ,HUB_MG_RJ,other,168.8,8.21
2017-09-25,SP,HUB_SaoPaulo,home,59.9,9.94
2017-09-25,SP,HUB_SaoPaulo,home,59.9,9.94
2018-07-02,BA,HUB_SaoPaulo,home,232.75,28.58
2017-08-14,SP,HUB_SaoPaulo,home,87.0,12.11
2017-11-20,SP,HUB_MG_RJ,other,131.9,18.54
2018-02-19,SP,HUB_MG_RJ,home,19.9,14.1
2018-07-16,SP,HUB_SaoPaulo,other,136.99,66.04
2017-10-09,MG,HUB_MG_RJ,other,399.99,23.64
2018-01-29,SP,HUB_SaoPaulo,other,41.0,11.85
2018-06-11,RJ,HUB_SaoPaulo,beauty_health,69.0,18.58
2018-06-11,RJ,HUB_SaoPaulo,beauty_health,69.0,18.58
2018-07-30,SP,HUB_SaoPaulo,home,85.0,12.9
2018-03-12,SP,HUB_SaoPaulo,tech,220.0,8.89
2018-02-19,RJ,HUB_South,tech,85.0,17.03
2018-02-19,RJ,HUB_South,tech,85.0,17.03
2018-02-05,SP,HUB_SaoPaulo,tech,229.0,9.8
2018-05-07,SP,HUB_SaoPaulo,tech,99.9,0.0
2018-01-22,BA,HUB_South,tech,84.9,34.39
2017-10-02,SP,HUB_SaoPaulo,tech,49.0,7.78
2018-05-14,SP,HUB_South,tech,179.93,16.14
2017-08-07,SP,HUB_SaoPaulo,beauty_health,116.9,13.84
2018-06-04,MG,HUB_MG_RJ,other,94.9,15.51
2018-05-28,MG,HUB_SaoPaulo,tech,121.99,15.73
2017-09-25,SP,HUB_SaoPaulo,other,7.79,7.78
2017-09-18,DF,HUB_SaoPaulo,home,179.99,85.97
2017-02-13,MG,HUB_MG_RJ,other,7.6,10.96
2017-12-25,RJ,HUB_SaoPaulo,home,49.9,17.6
2018-07-02,SP,HUB_SaoPaulo,beauty_health,110.32,8.03
2017-12-25,SP,HUB_SaoPaulo,tech,49.0,11.85
2017-12-18,SP,HUB_SaoPaulo,other,120.0,27.39
2017-07-31,RJ,HUB_MG_RJ,other,21.5,11.98
2017-11-20,BA,HUB_SaoPaulo,other,72.99,19.75
2017-06-05,SP,HUB_SaoPaulo,other,129.99,13.93
2018-02-05,RJ,HUB_SaoPaulo,home,92.0,17.89
2018-02-05,RJ,HUB_SaoPaulo,home,92.0,17.89
2018-08-06,SP,HUB_SaoPaulo,other,33.89,8.4
2018-08-06,SP,HUB_SaoPaulo,other,33.89,8.4
2018-08-06,SP,HUB_SaoPaulo,other,33.89,8.4
2018-08-06,SP,HUB_SaoPaulo,other,33.89,8.4
2018-02-19,RJ,HUB_MG_RJ,tech,149.0,40.37
2017-05-15,MG,HUB_SaoPaulo,beauty_health,179.9,15.01
2017-05-15,MG,HUB_SaoPaulo,beauty_health,179.9,15.01
2017-07-17,SP,HUB_SaoPaulo,tech,109.9,12.27
2018-04-09,SP,HUB_SaoPaulo,beauty_health,120.0,13.75
2018-02-05,MG,HUB_SaoPaulo,tech,75.0,14.28
2017-04-03,RS,HUB_South,tech,46.86,14.52
2017-04-10,SP,HUB_South,other,96.0,14.84
2017-10-16,SP,HUB_South,other,49.99,18.12
2017-10-16,SP,HUB_South,beauty_health,24.99,13.58
2017-10-16,SP,HUB_South,beauty_health,24.99,13.58
2018-02-19,SC,HUB_South,tech,120.1,16.6
2018-02-26,SP,HUB_MG_RJ,other,69.9,16.25
2018-03-05,SP,HUB_SaoPaulo,tech,540.0,16.22
2017-09-04,RJ,HUB_SaoPaulo,other,189.9,31.17
2018-02-19,SP,HUB_SaoPaulo,home,14.9,8.27
2017-09-18,SP,HUB_SaoPaulo,home,43.9,11.85
2018-06-04,RJ,HUB_South,beauty_health,139.0,87.28
2018-04-23,SP,HUB_SaoPaulo,home,40.35,13.71
2017-11-20,RJ,HUB_South,tech,469.0,20.85
2017-08-21,RS,HUB_SaoPaulo,home,59.0,16.17
2017-09-25,RS,HUB_South,other,96.99,16.44
2018-07-16,SP,HUB_South,tech,77.9,13.89
2018-08-06,PR,HUB_SaoPaulo,other,229.99,20.8
2018-02-12,DF,HUB_SaoPaulo,other,56.0,14.14
2017-08-14,SP,HUB_SaoPaulo,other,69.99,11.99
2017-11-27,SP,HUB_SaoPaulo,other,49.9,7.78
2018-08-13,SP,HUB_SaoPaulo,other,14.0,7.39
2017-12-25,MG,HUB_SaoPaulo,tech,29.0,14.1
2017-05-08,SP,HUB_MG_RJ,home,99.0,43.06
2018-04-09,SP,HUB_SaoPaulo,home,499.0,30.35
2018-03-19,SP,HUB_SaoPaulo,beauty_health,39.85,12.79
2017-07-24,SP,HUB_SaoPaulo,other,149.0,14.06
2018-01-22,SP,HUB_SaoPaulo,home,179.98,12.46
2018-05-14,SP,HUB_SaoPaulo,other,219.99,14.9
2017-11-06,SP,HUB_SaoPaulo,tech,129.0,8.16
2018-01-29,SP,HUB_MG_RJ,tech,137.0,15.71
2017-04-24,SP,HUB_SaoPaulo,other,37.0,10.96
2017-06-26,RJ,HUB_SaoPaulo,beauty_health,154.0,14.83
2018-04-30,SP,HUB_SaoPaulo,other,49.9,7.39
2018-04-23,SP,HUB_SaoPaulo,home,148.9,13.95
2017-11-20,RS,HUB_SaoPaulo,other,27.9,15.1
2018-01-29,MG,HUB_SaoPaulo,home,39.0,16.11
2017-08-07,PR,HUB_SaoPaulo,tech,7.0,14.1
2018-02-12,SP,HUB_SaoPaulo,tech,269.0,10.7
2017-11-06,RS,HUB_South,home,99.9,17.95
2017-07-03,RJ,HUB_SaoPaulo,home,69.9,15.24
2018-03-12,RS,HUB_SaoPaulo,home,165.0,19.03
2017-08-07,SP,HUB_SaoPaulo,beauty_health,57.99,11.73
2017-10-23,SP,HUB_SaoPaulo,beauty_health,259.0,10.63
2018-07-30,SP,HUB_SaoPaulo,tech,55.0,7.65
2017-05-08,DF,HUB_SaoPaulo,other,133.0,16.69
2018-05-07,RJ,HUB_MG_RJ,tech,35.9,18.23
2018-04-02,MG,HUB_SaoPaulo,beauty_health,14.89,18.23
2018-04-23,SP,HUB_South,beauty_health,99.0,13.0
2018-02-26,SP,HUB_SaoPaulo,tech,90.0,9.44
2018-05-14,SP,HUB_SaoPaulo,beauty_health,43.49,27.39
2018-08-06,SP,HUB_SaoPaulo,home,109.99,36.85
2018-03-19,SP,HUB_SaoPaulo,home,199.0,8.74
2017-07-10,RJ,HUB_MG_RJ,home,135.9,21.44
2018-06-25,PR,HUB_SaoPaulo,other,249.0,37.09
2017-02-20,MG,HUB_SaoPaulo,beauty_health,49.99,15.56
2018-06-11,SP,HUB_SaoPaulo,home,85.0,11.62
2017-11-06,SC,HUB_SaoPaulo,other,117.3,25.66
2017-12-04,SP,HUB_MG_RJ,other,99.9,18.57
2017-12-04,SP,HUB_MG_RJ,other,99.9,14.35
2018-06-25,SP,HUB_SaoPaulo,other,18.0,7.87
2018-04-30,SP,HUB_SaoPaulo,beauty_health,11.53,7.39
2018-01-22,SC,HUB_MG_RJ,other,269.99,39.41
2017-03-06,RJ,HUB_SaoPaulo,tech,89.99,14.8
2018-07-09,SP,HUB_SaoPaulo,other,166.9,13.47
2017-10-23,SP,HUB_SaoPaulo,tech,133.74,12.44
2017-08-21,SP,HUB_SaoPaulo,other,86.8,7.86
2018-03-05,SP,HUB_MG_RJ,home,158.0,10.68
2018-03-05,SP,HUB_MG_RJ,home,308.0,31.16
2018-06-11,MG,HUB_SaoPaulo,home,129.0,47.4
2018-07-23,RJ,HUB_MG_RJ,beauty_health,49.9,12.92
2017-11-20,MG,HUB_SaoPaulo,home,16.9,15.1
2018-01-08,SC,HUB_SaoPaulo,tech,29.99,15.1
2017-06-12,MG,HUB_SaoPaulo,beauty_health,84.99,15.34
2018-05-07,SP,HUB_SaoPaulo,home,48.9,8.82
2017-12-04,SP,HUB_SaoPaulo,other,159.49,8.86
2017-11-27,RJ,HUB_MG_RJ,home,249.9,41.53
2017-12-04,SP,HUB_SaoPaulo,beauty_health,53.99,7.78
2018-07-30,SP,HUB_SaoPaulo,other,15.99,7.39
2017-10-23,SP,HUB_SaoPaulo,tech,24.5,11.85
2018-04-23,SP,HUB_MG_RJ,other,37.9,21.43
2017-06-19,RJ,HUB_SaoPaulo,home,177.9,18.5
2017-08-28,RS,HUB_SaoPaulo,tech,32.99,14.1
2018-05-07,MG,HUB_SaoPaulo,home,69.9,0.0
2017-05-08,SP,HUB_SaoPaulo,home,109.9,12.27
2017-11-20,MG,HUB_MG_RJ,other,110.9,14.51
2017-08-28,SP,HUB_MG_RJ,beauty_health,35.9,12.48
2018-06-11,SP,HUB_SaoPaulo,other,39.0,7.53
2018-08-06,SP,HUB_SaoPaulo,beauty_health,27.9,7.46
2018-05-21,MG,HUB_SaoPaulo,other,579.0,65.34
2018-02-12,RJ,HUB_South,home,99.9,23.57
2018-04-02,PR,HUB_SaoPaulo,beauty_health,37.0,19.32
2018-01-15,MG,HUB_SaoPaulo,other,116.6,30.66
2017-06-19,SP,HUB_SaoPaulo,other,39.9,11.85
2018-07-09,SP,HUB_SaoPaulo,other,105.0,17.87
2018-08-06,RJ,HUB_South,other,25.79,23.33
2018-08-06,RJ,HUB_South,other,25.79,23.33
2018-08-06,SP,HUB_SaoPaulo,tech,146.01,13.68
2018-01-01,BA,HUB_MG_RJ,beauty_health,139.65,26.26
2018-03-26,DF,HUB_SaoPaulo,tech,13.65,15.23
2018-01-22,RJ,HUB_SaoPaulo,home,31.9,16.11
2017-01-16,RJ,HUB_SaoPaulo,home,33.99,16.6
2018-01-01,SP,HUB_SaoPaulo,other,47.4,11.85
2017-07-31,SP,HUB_South,home,50.0,21.19
2018-04-30,SP,HUB_SaoPaulo,home,59.9,11.15
2018-05-14,SP,HUB_MG_RJ,other,69.9,23.07
2018-02-19,MG,HUB_SaoPaulo,beauty_health,50.21,15.1
2018-01-22,RJ,HUB_SaoPaulo,home,39.9,16.6
2017-11-27,RS,HUB_SaoPaulo,tech,24.99,14.1
2018-07-16,RJ,HUB_SaoPaulo,tech,130.0,19.01
2017-08-07,SP,HUB_SaoPaulo,beauty_health,89.99,7.88
2017-04-17,MG,HUB_SaoPaulo,beauty_health,69.0,15.69
2017-07-17,DF,HUB_South,tech,165.5,15.8
2017-07-17,DF,HUB_SaoPaulo,tech,175.91,52.69
2017-07-17,DF,HUB_South,tech,165.5,15.8
2017-07-17,DF,HUB_South,tech,165.5,15.8
2018-04-16,SP,HUB_South,tech,98.81,13.81
2018-01-08,SP,HUB_SaoPaulo,tech,78.0,7.8
2017-11-27,MG,HUB_MG_RJ,other,21.8,12.48
2018-06-11,RJ,HUB_MG_RJ,tech,118.9,18.93
2018-03-05,SP,HUB_SaoPaulo,other,119.8,20.18
2018-05-21,SP,HUB_SaoPaulo,other,45.0,7.39
2017-09-25,RJ,HUB_SaoPaulo,beauty_health,449.0,20.39
2017-09-11,SP,HUB_SaoPaulo,home,139.85,16.61
2017-09-11,SP,HUB_SaoPaulo,home,139.85,16.61
2017-12-25,SP,HUB_South,tech,18.9,12.48
2017-10-23,BA,HUB_MG_RJ,beauty_health,29.9,16.79
2018-01-08,SC,HUB_SaoPaulo,home,39.9,15.1
2018-07-23,SP,HUB_SaoPaulo,beauty_health,59.0,13.07
2018-06-04,SP,HUB_SaoPaulo,beauty_health,32.0,7.39
2018-05-28,SP,HUB_SaoPaulo,home,79.9,14.65
2017-10-23,DF,HUB_MG_RJ,beauty_health,24.99,14.1
2018-04-16,SP,HUB_SaoPaulo,other,79.0,13.91
2017-11-06,RJ,HUB_SaoPaulo,home,59.9,17.67
2018-02-05,RS,HUB_South,tech,19.9,15.1
2018-04-30,SP,HUB_SaoPaulo,home,158.0,15.2
2018-04-30,SP,HUB_SaoPaulo,home,1050.61,25.13
2017-08-07,RJ,HUB_MG_RJ,other,106.9,18.0
2018-04-16,SP,HUB_South,other,362.45,25.12
2017-02-20,SP,HUB_SaoPaulo,home,44.55,11.74
2017-07-10,SP,HUB_South,home,125.9,18.13
2018-01-29,RJ,HUB_MG_RJ,tech,149.0,40.37
2018-02-05,PR,HUB_MG_RJ,home,19.9,14.1
2018-07-16,SP,HUB_SaoPaulo,other,59.9,9.17
2018-03-26,SP,HUB_SaoPaulo,tech,320.0,14.68
2017-02-06,SP,HUB_MG_RJ,tech,59.9,14.59
2017-06-05,SC,HUB_SaoPaulo,home,29.99,15.11
2017-02-13,BA,HUB_SaoPaulo,tech,69.0,21.17
2018-06-18,SP,HUB_SaoPaulo,beauty_health,56.0,18.69
2018-03-12,RJ,HUB_MG_RJ,beauty_health,160.0,19.0
2018-08-06,SC,HUB_MG_RJ,other,57.95,22.34
2018-06-11,MG,HUB_SaoPaulo,home,849.0,23.52
2017-09-25,SP,HUB_SaoPaulo,tech,20.99,11.85
2017-04-17,PR,HUB_SaoPaulo,other,19.45,14.52
2017-05-22,MG,HUB_SaoPaulo,other,59.9,34.22
2017-05-22,MG,HUB_SaoPaulo,other,59.9,34.22
2018-03-05,SP,HUB_South,other,64.9,15.33
2018-03-12,SP,HUB_SaoPaulo,beauty_health,128.9,9.26
2018-05-07,SP,HUB_SaoPaulo,home,189.9,13.77
2018-03-05,RJ,HUB_SaoPaulo,home,250.0,97.56
2017-11-13,SP,HUB_SaoPaulo,tech,190.83,12.84
2017-06-05,SP,HUB_MG_RJ,home,99.5,35.07
2018-03-05,SP,HUB_SaoPaulo,other,104.0,14.82
2018-02-26,RS,HUB_SaoPaulo,tech,79.0,15.3
2017-05-15,RS,HUB_South,other,419.9,17.69
2018-04-30,SP,HUB_South,home,299.0,23.17
2017-08-07,MG,HUB_SaoPaulo,other,49.9,14.1
2017-07-03,MG,HUB_SaoPaulo,other,44.9,11.85
2017-07-03,MG,HUB_SaoPaulo,other,44.9,11.85
2018-08-13,RJ,HUB_SaoPaulo,tech,38.95,15.37
2018-03-05,RS,HUB_SaoPaulo,other,159.77,16.0
2018-06-25,SP,HUB_MG_RJ,tech,132.9,19.03
2017-04-10,BA,HUB_SaoPaulo,beauty_health,36.85,21.85
2017-05-15,SP,HUB_SaoPaulo,other,124.99,21.88
2018-06-18,SP,HUB_SaoPaulo,tech,94.99,13.33
2017-12-18,SP,HUB_MG_RJ,tech,173.0,14.96
2017-05-29,RJ,HUB_MG_RJ,other,44.9,16.11
2018-02-05,SP,HUB_SaoPaulo,home,49.9,13.37
2018-08-13,SP,HUB_SaoPaulo,home,69.99,14.8
2017-12-11,MG,HUB_SaoPaulo,beauty_health,84.99,16.35
2017-11-20,SP,HUB_SaoPaulo,other,34.99,9.34
2017-11-20,SP,HUB_SaoPaulo,other,34.99,9.34
2017-11-20,SP,HUB_SaoPaulo,other,34.99,9.34
2017-11-20,SP,HUB_SaoPaulo,other,34.99,9.34
2018-08-13,RS,HUB_SaoPaulo,home,77.9,23.35
2018-02-19,SP,HUB_SaoPaulo,home,38.4,9.27
2017-04-03,RJ,HUB_SaoPaulo,home,69.0,17.22
2017-06-26,SP,HUB_South,home,134.9,21.43
2017-11-20,DF,HUB_SaoPaulo,home,39.5,15.11
2018-07-02,RJ,HUB_SaoPaulo,home,225.0,60.81
2017-07-24,RS,HUB_SaoPaulo,home,189.0,32.07
2018-05-07,MG,HUB_South,other,199.0,32.79
2018-08-06,PR,HUB_SaoPaulo,home,35.0,19.44
2018-08-06,PR,HUB_SaoPaulo,home,35.0,19.44
2018-08-06,PR,HUB_SaoPaulo,home,35.0,19.44
2017-05-01,SP,HUB_South,tech,49.9,14.52
2018-08-13,RS,HUB_South,other,39.97,18.38
2018-08-13,RS,HUB_South,other,39.97,18.38
2018-08-13,RS,HUB_South,other,39.97,18.38
2018-01-22,PR,HUB_South,other,149.0,14.77
2017-10-16,SP,HUB_SaoPaulo,beauty_health,51.6,9.34
2018-05-07,SP,HUB_South,tech,79.9,9.71
2017-05-22,RJ,HUB_South,other,11.9,16.79
2017-05-22,RJ,HUB_South,other,11.9,16.79
2017-02-27,SP,HUB_SaoPaulo,tech,19.99,10.96
2017-11-13,SC,HUB_SaoPaulo,tech,7.9,16.11
2018-01-08,SC,HUB_SaoPaulo,other,29.5,20.84
2017-10-23,MG,HUB_SaoPaulo,home,18.25,17.6
2018-04-23,RJ,HUB_MG_RJ,tech,142.0,8.02
2017-09-25,RJ,HUB_SaoPaulo,home,179.99,26.1
2017-09-25,RJ,HUB_SaoPaulo,home,179.99,26.1
2017-11-13,SP,HUB_SaoPaulo,beauty_health,299.0,10.29
2017-10-09,RJ,HUB_SaoPaulo,home,126.99,18.14
2017-11-20,SP,HUB_SaoPaulo,home,49.89,8.72
2018-01-08,SP,HUB_SaoPaulo,home,8.0,11.85
2018-05-21,RJ,HUB_SaoPaulo,home,84.0,10.9
2018-06-25,SP,HUB_SaoPaulo,home,78.0,15.85
2018-08-13,SP,HUB_South,home,229.99,35.37
2018-03-26,MG,HUB_SaoPaulo,other,89.9,26.71
2017-05-29,SP,HUB_SaoPaulo,other,199.0,20.12
2017-12-11,SP,HUB_SaoPaulo,other,122.99,9.06
2017-02-20,RJ,HUB_SaoPaulo,tech,139.9,15.15
2017-07-17,SP,HUB_SaoPaulo,tech,27.99,8.72
2017-03-20,SP,HUB_SaoPaulo,tech,42.0,14.12
2017-11-27,PR,HUB_MG_RJ,tech,27.9,16.79
2018-07-09,RJ,HUB_MG_RJ,tech,14.9,15.23
2018-02-12,SP,HUB_SaoPaulo,other,104.0,15.48
2017-11-27,MG,HUB_SaoPaulo,home,49.0,17.67
2017-11-27,MG,HUB_SaoPaulo,home,49.0,17.67
2018-04-16,SP,HUB_SaoPaulo,other,59.9,14.51
2018-06-04,MG,HUB_SaoPaulo,tech,110.0,18.65
2018-06-04,DF,HUB_SaoPaulo,tech,79.0,18.43
2018-02-05,SP,HUB_MG_RJ,other,39.9,14.1
2017-10-09,SP,HUB_SaoPaulo,tech,249.0,13.24
2018-01-29,RJ,HUB_South,home,379.0,79.94
2018-06-11,SP,HUB_SaoPaulo,other,33.9,13.82
2017-04-24,SP,HUB_South,other,593.36,98.13
2018-03-12,MG,HUB_SaoPaulo,home,52.5,19.34
2018-03-12,MG,HUB_SaoPaulo,home,52.5,19.34
2017-06-19,SP,HUB_MG_RJ,beauty_health,66.0,78.63
2017-09-18,RJ,HUB_SaoPaulo,other,127.48,16.81
2018-06-25,SP,HUB_MG_RJ,other,49.0,15.44
2018-06-25,SP,HUB_MG_RJ,other,49.0,15.44
2018-04-30,SP,HUB_SaoPaulo,other,29.99,7.87
2018-01-29,SP,HUB_MG_RJ,beauty_health,59.9,24.7
2017-08-28,SP,HUB_SaoPaulo,beauty_health,102.0,10.13
2017-09-11,RS,HUB_South,tech,27.9,15.1
2017-04-17,SP,HUB_SaoPaulo,tech,196.0,11.98
2017-08-28,MG,HUB_MG_RJ,other,389.0,22.63
2017-06-26,SP,HUB_SaoPaulo,home,119.99,16.47
2017-11-27,MG,HUB_SaoPaulo,tech,27.99,14.1
2018-08-06,SP,HUB_SaoPaulo,home,54.99,14.7
2018-01-22,MG,HUB_South,tech,88.9,16.06
2018-04-23,SP,HUB_SaoPaulo,home,899.0,21.2
2017-05-08,MG,HUB_South,home,120.0,17.28
2017-05-08,DF,HUB_MG_RJ,other,279.99,16.72
2017-07-31,SP,HUB_MG_RJ,home,59.0,15.16
2017-07-03,SP,HUB_South,tech,249.48,16.5
2018-03-05,SC,HUB_SaoPaulo,home,35.0,19.32
2018-03-05,SC,HUB_SaoPaulo,home,35.0,19.32
2018-04-30,RJ,HUB_SaoPaulo,tech,99.9,0.0
2018-04-02,SP,HUB_SaoPaulo,tech,14.99,8.29
2017-07-31,MG,HUB_SaoPaulo,home,109.73,16.53
2018-02-05,RJ,HUB_SaoPaulo,tech,9.0,14.1
2018-03-26,RJ,HUB_MG_RJ,home,239.0,19.25
2017-10-16,PR,HUB_SaoPaulo,tech,13.99,16.11
2017-08-28,SP,HUB_South,beauty_health,29.99,16.79
2018-05-07,MG,HUB_MG_RJ,other,189.99,27.41
2018-01-29,BA,HUB_SaoPaulo,tech,55.0,15.83
2018-03-12,PR,HUB_SaoPaulo,tech,58.99,15.29
2017-08-14,SP,HUB_MG_RJ,home,99.9,17.18
2018-07-23,SP,HUB_SaoPaulo,beauty_health,25.99,5.31
2018-07-23,SP,HUB_SaoPaulo,beauty_health,25.99,9.57
2018-07-02,MG,HUB_SaoPaulo,other,107.9,18.56
2018-04-23,SP,HUB_SaoPaulo,home,53.9,33.93
2018-04-23,SP,HUB_SaoPaulo,home,53.9,33.93
2018-02-05,SP,HUB_SaoPaulo,home,49.9,12.48
2017-05-08,SP,HUB_MG_RJ,tech,185.81,17.06
2018-02-26,RJ,HUB_SaoPaulo,tech,97.9,16.94
2017-09-04,SP,HUB_SaoPaulo,home,45.9,12.65
2017-09-04,SP,HUB_SaoPaulo,home,45.9,12.71
2017-09-04,SP,HUB_SaoPaulo,home,45.9,12.71
2017-11-20,RS,HUB_SaoPaulo,tech,21.99,15.1
2017-10-16,RS,HUB_MG_RJ,other,83.9,28.99
2018-04-02,SP,HUB_SaoPaulo,other,49.99,8.88
2018-04-30,SP,HUB_SaoPaulo,home,61.2,11.15
2017-10-30,RJ,HUB_SaoPaulo,other,81.9,15.32
2017-10-02,SP,HUB_SaoPaulo,home,79.9,12.9
2017-05-15,MG,HUB_MG_RJ,other,27.99,14.08
2017-05-01,SP,HUB_South,home,1820.0,81.62
2017-03-27,SP,HUB_MG_RJ,home,15.99,14.52
2018-02-12,SP,HUB_SaoPaulo,other,240.0,14.7
2017-10-23,RJ,HUB_MG_RJ,home,89.99,38.47
2017-03-13,RJ,HUB_MG_RJ,beauty_health,399.9,13.41
2017-11-06,RJ,HUB_SaoPaulo,home,89.9,17.88
2017-11-06,RJ,HUB_SaoPaulo,home,89.9,17.88
2018-07-02,SP,HUB_SaoPaulo,beauty_health,28.8,8.36
2018-06-04,SP,HUB_SaoPaulo,tech,67.99,8.88
2017-06-19,MG,HUB_South,other,65.0,25.73
2018-04-16,RS,HUB_SaoPaulo,other,89.99,18.21
2017-10-16,RS,HUB_South,beauty_health,104.99,17.98
2017-10-23,SP,HUB_SaoPaulo,beauty_health,13.99,7.78
2017-07-10,SP,HUB_South,other,3.49,16.79
2017-07-10,SP,HUB_South,other,3.49,16.79
2018-05-14,SP,HUB_MG_RJ,other,29.99,16.32
2017-04-17,SP,HUB_SaoPaulo,home,16.9,10.96
2018-08-06,RJ,HUB_SaoPaulo,home,63.0,23.35
2018-08-06,RJ,HUB_SaoPaulo,home,89.0,23.35
2018-07-23,SC,HUB_SaoPaulo,beauty_health,159.0,19.21
2017-10-23,MG,HUB_MG_RJ,other,99.99,16.95
2017-02-06,SP,HUB_SaoPaulo,beauty_health,23.89,8.72
2018-01-15,RS,HUB_SaoPaulo,home,21.99,15.1
2018-01-22,SC,HUB_SaoPaulo,other,188.0,16.07
2018-08-06,SP,HUB_SaoPaulo,home,59.9,14.73
2017-11-27,MG,HUB_SaoPaulo,other,139.9,16.74
2018-04-09,RJ,HUB_SaoPaulo,other,28.49,18.23
2017-07-10,RS,HUB_MG_RJ,tech,154.91,46.67
