week,customer_state,product_group,demand
2017-01-30,PR,other,13
2017-01-30,SC,home,2
2017-01-30,SC,beauty_health,2
2017-01-30,SC,tech,0
2017-01-30,SC,other,14
2017-01-30,BA,home,5
2017-01-30,BA,beauty_health,4
2017-01-30,BA,tech,1
2017-01-30,BA,other,10
2017-01-30,DF,home,1
2017-01-30,DF,beauty_health,0
2017-01-30,DF,tech,0
2017-01-30,DF,other,2
2017-02-06,SP,home,65
2017-02-06,SP,beauty_health,31
2017-02-06,SP,tech,21
2017-02-06,SP,other,85
2017-02-06,RJ,home,26
2017-02-06,RJ,beauty_health,6
2017-02-06,RJ,tech,9
2017-02-06,RJ,other,43
2017-02-06,MG,home,26
2017-02-06,MG,beauty_health,7
2017-02-06,MG,tech,15
2017-02-06,MG,other,43
2017-02-06,RS,home,9
2017-02-06,RS,beauty_health,2
2017-02-06,RS,tech,4
2017-02-06,RS,other,7
2017-02-06,PR,home,14
2017-02-06,PR,beauty_health,5
2017-02-06,PR,tech,2
2017-02-06,PR,other,11
2017-02-06,SC,home,4
2017-02-06,SC,beauty_health,4
2017-02-06,SC,tech,3
2017-02-06,SC,other,10
2017-02-06,BA,home,2
2017-02-06,BA,beauty_health,1
2017-02-06,BA,tech,0
2017-02-06,BA,other,4
2017-02-06,DF,home,0
2017-02-06,DF,beauty_health,1
2017-02-06,DF,tech,1
2017-02-06,DF,other,5
2017-02-13,SP,home,65
2017-02-13,SP,beauty_health,12
2017-02-13,SP,tech,27
2017-02-13,SP,other,39
2017-02-13,RJ,home,26
2017-02-13,RJ,beauty_health,3
2017-02-13,RJ,tech,9
2017-02-13,RJ,other,13
2017-02-13,MG,home,28
2017-02-13,MG,beauty_health,7
2017-02-13,MG,tech,7
2017-02-13,MG,other,29
2017-02-13,RS,home,14
2017-02-13,RS,beauty_health,3
2017-02-13,RS,tech,4
2017-02-13,RS,other,6
2017-02-13,PR,home,12
2017-02-13,PR,beauty_health,8
2017-02-13,PR,tech,2
2017-02-13,PR,other,9
2017-02-13,SC,home,2
2017-02-13,SC,beauty_health,1
2017-02-13,SC,tech,3
2017-02-13,SC,other,4
2017-02-13,BA,home,8
2017-02-13,BA,beauty_health,1
2017-02-13,BA,tech,2
2017-02-13,BA,other,6
2017-02-13,DF,home,3
2017-02-13,DF,beauty_health,0
2017-02-13,DF,tech,1
2017-02-13,DF,other,3
2017-02-20,SP,home,76
2017-02-20,SP,beauty_health,20
2017-02-20,SP,tech,27
2017-02-20,SP,other,41
2017-02-20,RJ,home,25
2017-02-20,RJ,beauty_health,7
2017-02-20,RJ,tech,7
2017-02-20,RJ,other,12
2017-02-20,MG,home,19
2017-02-20,MG,beauty_health,4
2017-02-20,MG,tech,10
2017-02-20,MG,other,12
2017-02-20,RS,home,5
2017-02-20,RS,beauty_health,4
2017-02-20,RS,tech,9
2017-02-20,RS,other,15
2017-02-20,PR,home,4
2017-02-20,PR,beauty_health,2
2017-02-20,PR,tech,4
2017-02-20,PR,other,7
2017-02-20,SC,home,5
2017-02-20,SC,beauty_health,0
2017-02-20,SC,tech,3
2017-02-20,SC,other,4
2017-02-20,BA,home,5
2017-02-20,BA,beauty_health,2
2017-02-20,BA,tech,2
2017-02-20,BA,other,4
2017-02-20,DF,home,1
2017-02-20,DF,beauty_health,2
2017-02-20,DF,tech,1
2017-02-20,DF,other,1
2017-02-27,SP,home,80
2017-02-27,SP,beauty_health,15
2017-02-27,SP,tech,39
2017-02-27,SP,other,54
2017-02-27,RJ,home,25
2017-02-27,RJ,beauty_health,6
2017-02-27,RJ,tech,12
2017-02-27,RJ,other,17
2017-02-27,MG,home,33
2017-02-27,MG,beauty_health,9
2017-02-27,MG,tech,11
2017-02-27,MG,other,26
2017-02-27,RS,home,16
2017-02-27,RS,beauty_health,2
2017-02-27,RS,tech,2
2017-02-27,RS,other,9
2017-02-27,PR,home,8
2017-02-27,PR,beauty_health,3
2017-02-27,PR,tech,3
2017-02-27,PR,other,14
2017-02-27,SC,home,11
2017-02-27,SC,beauty_health,2
2017-02-27,SC,tech,3
2017-02-27,SC,other,6
2017-02-27,BA,home,7
2017-02-27,BA,beauty_health,3
2017-02-27,BA,tech,2
2017-02-27,BA,other,7
2017-02-27,DF,home,5
2017-02-27,DF,beauty_health,2
2017-02-27,DF,tech,1
2017-02-27,DF,other,3
2017-03-06,SP,home,92
2017-03-06,SP,beauty_health,20
2017-03-06,SP,tech,37
2017-03-06,SP,other,75
2017-03-06,RJ,home,29
2017-03-06,RJ,beauty_health,11
2017-03-06,RJ,tech,25
2017-03-06,RJ,other,31
2017-03-06,MG,home,39
2017-03-06,MG,beauty_health,21
2017-03-06,MG,tech,10
2017-03-06,MG,other,30
2017-03-06,RS,home,13
2017-03-06,RS,beauty_health,2
2017-03-06,RS,tech,3
2017-03-06,RS,other,9
2017-03-06,PR,home,12
2017-03-06,PR,beauty_health,3
2017-03-06,PR,tech,5
2017-03-06,PR,other,15
2017-03-06,SC,home,1
2017-03-06,SC,beauty_health,2
2017-03-06,SC,tech,7
2017-03-06,SC,other,7
2017-03-06,BA,home,13
2017-03-06,BA,beauty_health,4
2017-03-06,BA,tech,2
2017-03-06,BA,other,7
2017-03-06,DF,home,5
2017-03-06,DF,beauty_health,0
2017-03-06,DF,tech,3
2017-03-06,DF,other,2
2017-03-13,SP,home,96
2017-03-13,SP,beauty_health,38
2017-03-13,SP,tech,37
2017-03-13,SP,other,83
2017-03-13,RJ,home,39
2017-03-13,RJ,beauty_health,18
2017-03-13,RJ,tech,12
2017-03-13,RJ,other,26
2017-03-13,MG,home,31
2017-03-13,MG,beauty_health,8
2017-03-13,MG,tech,12
2017-03-13,MG,other,25
2017-03-13,RS,home,12
2017-03-13,RS,beauty_health,8
2017-03-13,RS,tech,5
2017-03-13,RS,other,14
2017-03-13,PR,home,12
2017-03-13,PR,beauty_health,2
2017-03-13,PR,tech,5
2017-03-13,PR,other,12
2017-03-13,SC,home,15
2017-03-13,SC,beauty_health,3
2017-03-13,SC,tech,4
2017-03-13,SC,other,11
2017-03-13,BA,home,5
2017-03-13,BA,beauty_health,3
2017-03-13,BA,tech,1
2017-03-13,BA,other,10
2017-03-13,DF,home,9
2017-03-13,DF,beauty_health,0
2017-03-13,DF,tech,3
2017-03-13,DF,other,2
2017-03-20,SP,home,108
2017-03-20,SP,beauty_health,31
2017-03-20,SP,tech,47
2017-03-20,SP,other,84
2017-03-20,RJ,home,53
2017-03-20,RJ,beauty_health,14
2017-03-20,RJ,tech,21
2017-03-20,RJ,other,29
2017-03-20,MG,home,44
2017-03-20,MG,beauty_health,8
2017-03-20,MG,tech,13
2017-03-20,MG,other,28
2017-03-20,RS,home,16
2017-03-20,RS,beauty_health,3
2017-03-20,RS,tech,6
2017-03-20,RS,other,19
2017-03-20,PR,home,5
2017-03-20,PR,beauty_health,7
2017-03-20,PR,tech,5
2017-03-20,PR,other,14
2017-03-20,SC,home,2
2017-03-20,SC,beauty_health,4
2017-03-20,SC,tech,5
2017-03-20,SC,other,9
2017-03-20,BA,home,4
2017-03-20,BA,beauty_health,6
2017-03-20,BA,tech,9
2017-03-20,BA,other,5
2017-03-20,DF,home,7
2017-03-20,DF,beauty_health,1
2017-03-20,DF,tech,3
2017-03-20,DF,other,6
2017-03-27,SP,home,81
2017-03-27,SP,beauty_health,26
2017-03-27,SP,tech,49
2017-03-27,SP,other,79
2017-03-27,RJ,home,19
2017-03-27,RJ,beauty_health,11
2017-03-27,RJ,tech,12
2017-03-27,RJ,other,26
2017-03-27,MG,home,42
2017-03-27,MG,beauty_health,9
2017-03-27,MG,tech,11
2017-03-27,MG,other,31
2017-03-27,RS,home,7
2017-03-27,RS,beauty_health,3
2017-03-27,RS,tech,7
2017-03-27,RS,other,10
2017-03-27,PR,home,6
2017-03-27,PR,beauty_health,1
2017-03-27,PR,tech,8
2017-03-27,PR,other,11
2017-03-27,SC,home,11
2017-03-27,SC,beauty_health,5
2017-03-27,SC,tech,7
2017-03-27,SC,other,10
2017-03-27,BA,home,1
2017-03-27,BA,beauty_health,4
2017-03-27,BA,tech,8
2017-03-27,BA,other,3
2017-03-27,DF,home,3
2017-03-27,DF,beauty_health,3
2017-03-27,DF,tech,0
2017-03-27,DF,other,7
2017-04-03,SP,home,96
2017-04-03,SP,beauty_health,29
2017-04-03,SP,tech,37
2017-04-03,SP,other,88
2017-04-03,RJ,home,22
2017-04-03,RJ,beauty_health,8
2017-04-03,RJ,tech,17
2017-04-03,RJ,other,30
2017-04-03,MG,home,24
2017-04-03,MG,beauty_health,14
2017-04-03,MG,tech,11
2017-04-03,MG,other,26
2017-04-03,RS,home,21
2017-04-03,RS,beauty_health,4
2017-04-03,RS,tech,6
2017-04-03,RS,other,14
2017-04-03,PR,home,5
2017-04-03,PR,beauty_health,1
2017-04-03,PR,tech,4
2017-04-03,PR,other,11
2017-04-03,SC,home,5
2017-04-03,SC,beauty_health,2
2017-04-03,SC,tech,5
2017-04-03,SC,other,11
2017-04-03,BA,home,2
2017-04-03,BA,beauty_health,4
2017-04-03,BA,tech,5
2017-04-03,BA,other,11
2017-04-03,DF,home,4
2017-04-03,DF,beauty_health,0
2017-04-03,DF,tech,0
2017-04-03,DF,other,1
2017-04-10,SP,home,51
2017-04-10,SP,beauty_health,18
2017-04-10,SP,tech,30
2017-04-10,SP,other,68
2017-04-10,RJ,home,18
2017-04-10,RJ,beauty_health,8
2017-04-10,RJ,tech,2
2017-04-10,RJ,other,26
2017-04-10,MG,home,13
2017-04-10,MG,beauty_health,12
2017-04-10,MG,tech,6
2017-04-10,MG,other,17
2017-04-10,RS,home,7
2017-04-10,RS,beauty_health,3
2017-04-10,RS,tech,3
2017-04-10,RS,other,18
2017-04-10,PR,home,3
2017-04-10,PR,beauty_health,2
2017-04-10,PR,tech,3
2017-04-10,PR,other,8
2017-04-10,SC,home,9
2017-04-10,SC,beauty_health,3
2017-04-10,SC,tech,3
2017-04-10,SC,other,6
2017-04-10,BA,home,4
2017-04-10,BA,beauty_health,3
2017-04-10,BA,tech,7
2017-04-10,BA,other,9
2017-04-10,DF,home,1
2017-04-10,DF,beauty_health,0
2017-04-10,DF,tech,1
2017-04-10,DF,other,5
2017-04-17,SP,home,72
2017-04-17,SP,beauty_health,27
2017-04-17,SP,tech,44
2017-04-17,SP,other,70
2017-04-17,RJ,home,44
2017-04-17,RJ,beauty_health,7
2017-04-17,RJ,tech,18
2017-04-17,RJ,other,27
2017-04-17,MG,home,14
2017-04-17,MG,beauty_health,7
2017-04-17,MG,tech,15
2017-04-17,MG,other,29
2017-04-17,RS,home,16
2017-04-17,RS,beauty_health,5
2017-04-17,RS,tech,5
2017-04-17,RS,other,5
2017-04-17,PR,home,14
2017-04-17,PR,beauty_health,2
2017-04-17,PR,tech,9
2017-04-17,PR,other,14
2017-04-17,SC,home,10
2017-04-17,SC,beauty_health,12
2017-04-17,SC,tech,4
2017-04-17,SC,other,5
2017-04-17,BA,home,4
2017-04-17,BA,beauty_health,6
2017-04-17,BA,tech,2
2017-04-17,BA,other,4
2017-04-17,DF,home,3
2017-04-17,DF,beauty_health,0
2017-04-17,DF,tech,2
2017-04-17,DF,other,3
2017-04-24,SP,home,76
2017-04-24,SP,beauty_health,39
2017-04-24,SP,tech,60
2017-04-24,SP,other,93
2017-04-24,RJ,home,44
2017-04-24,RJ,beauty_health,10
2017-04-24,RJ,tech,11
2017-04-24,RJ,other,47
2017-04-24,MG,home,25
2017-04-24,MG,beauty_health,9
2017-04-24,MG,tech,15
2017-04-24,MG,other,32
2017-04-24,RS,home,8
2017-04-24,RS,beauty_health,3
2017-04-24,RS,tech,5
2017-04-24,RS,other,14
2017-04-24,PR,home,14
2017-04-24,PR,beauty_health,4
2017-04-24,PR,tech,9
2017-04-24,PR,other,11
2017-04-24,SC,home,14
2017-04-24,SC,beauty_health,3
2017-04-24,SC,tech,6
2017-04-24,SC,other,14
2017-04-24,BA,home,11
2017-04-24,BA,beauty_health,2
2017-04-24,BA,tech,4
2017-04-24,BA,other,6
2017-04-24,DF,home,4
2017-04-24,DF,beauty_health,3
2017-04-24,DF,tech,0
2017-04-24,DF,other,4
2017-05-01,SP,home,100
2017-05-01,SP,beauty_health,46
2017-05-01,SP,tech,44
2017-05-01,SP,other,92
2017-05-01,RJ,home,36
2017-05-01,RJ,beauty_health,11
2017-05-01,RJ,tech,17
2017-05-01,RJ,other,52
2017-05-01,MG,home,36
2017-05-01,MG,beauty_health,9
2017-05-01,MG,tech,22
2017-05-01,MG,other,46
2017-05-01,RS,home,17
2017-05-01,RS,beauty_health,6
2017-05-01,RS,tech,6
2017-05-01,RS,other,17
2017-05-01,PR,home,15
2017-05-01,PR,beauty_health,7
2017-05-01,PR,tech,2
2017-05-01,PR,other,18
2017-05-01,SC,home,12
2017-05-01,SC,beauty_health,5
2017-05-01,SC,tech,7
2017-05-01,SC,other,14
2017-05-01,BA,home,8
2017-05-01,BA,beauty_health,2
2017-05-01,BA,tech,6
2017-05-01,BA,other,12
2017-05-01,DF,home,2
2017-05-01,DF,beauty_health,1
2017-05-01,DF,tech,1
2017-05-01,DF,other,5
2017-05-08,SP,home,95
2017-05-08,SP,beauty_health,46
2017-05-08,SP,tech,57
2017-05-08,SP,other,128
2017-05-08,RJ,home,29
2017-05-08,RJ,beauty_health,12
2017-05-08,RJ,tech,22
2017-05-08,RJ,other,37
2017-05-08,MG,home,25
2017-05-08,MG,beauty_health,13
2017-05-08,MG,tech,19
2017-05-08,MG,other,22
2017-05-08,RS,home,14
2017-05-08,RS,beauty_health,8
2017-05-08,RS,tech,10
2017-05-08,RS,other,21
2017-05-08,PR,home,18
2017-05-08,PR,beauty_health,4
2017-05-08,PR,tech,20
2017-05-08,PR,other,20
2017-05-08,SC,home,7
2017-05-08,SC,beauty_health,1
2017-05-08,SC,tech,8
2017-05-08,SC,other,18
2017-05-08,BA,home,4
2017-05-08,BA,beauty_health,7
2017-05-08,BA,tech,14
2017-05-08,BA,other,15
2017-05-08,DF,home,2
2017-05-08,DF,beauty_health,1
2017-05-08,DF,tech,1
2017-05-08,DF,other,8
2017-05-15,SP,home,145
2017-05-15,SP,beauty_health,45
2017-05-15,SP,tech,85
2017-05-15,SP,other,134
2017-05-15,RJ,home,56
2017-05-15,RJ,beauty_health,14
2017-05-15,RJ,tech,24
2017-05-15,RJ,other,52
2017-05-15,MG,home,37
2017-05-15,MG,beauty_health,15
2017-05-15,MG,tech,18
2017-05-15,MG,other,57
2017-05-15,RS,home,9
2017-05-15,RS,beauty_health,6
2017-05-15,RS,tech,14
2017-05-15,RS,other,16
2017-05-15,PR,home,12
2017-05-15,PR,beauty_health,8
2017-05-15,PR,tech,11
2017-05-15,PR,other,35
2017-05-15,SC,home,19
2017-05-15,SC,beauty_health,4
2017-05-15,SC,tech,4
2017-05-15,SC,other,19
2017-05-15,BA,home,5
2017-05-15,BA,beauty_health,4
2017-05-15,BA,tech,9
2017-05-15,BA,other,16
2017-05-15,DF,home,8
2017-05-15,DF,beauty_health,4
2017-05-15,DF,tech,1
2017-05-15,DF,other,4
2017-05-22,SP,home,112
2017-05-22,SP,beauty_health,50
2017-05-22,SP,tech,53
2017-05-22,SP,other,126
2017-05-22,RJ,home,32
2017-05-22,RJ,beauty_health,14
2017-05-22,RJ,tech,31
2017-05-22,RJ,other,41
2017-05-22,MG,home,27
2017-05-22,MG,beauty_health,8
2017-05-22,MG,tech,11
2017-05-22,MG,other,25
2017-05-22,RS,home,23
2017-05-22,RS,beauty_health,1
2017-05-22,RS,tech,8
2017-05-22,RS,other,21
2017-05-22,PR,home,16
2017-05-22,PR,beauty_health,7
2017-05-22,PR,tech,7
2017-05-22,PR,other,14
2017-05-22,SC,home,10
2017-05-22,SC,beauty_health,2
2017-05-22,SC,tech,5
2017-05-22,SC,other,16
2017-05-22,BA,home,7
2017-05-22,BA,beauty_health,4
2017-05-22,BA,tech,5
2017-05-22,BA,other,9
2017-05-22,DF,home,4
2017-05-22,DF,beauty_health,2
2017-05-22,DF,tech,4
2017-05-22,DF,other,8
2017-05-29,SP,home,112
2017-05-29,SP,beauty_health,53
2017-05-29,SP,tech,65
2017-05-29,SP,other,113
2017-05-29,RJ,home,32
2017-05-29,RJ,beauty_health,19
2017-05-29,RJ,tech,16
2017-05-29,RJ,other,41
2017-05-29,MG,home,25
2017-05-29,MG,beauty_health,14
2017-05-29,MG,tech,26
2017-05-29,MG,other,36
2017-05-29,RS,home,26
2017-05-29,RS,beauty_health,7
2017-05-29,RS,tech,13
2017-05-29,RS,other,25
2017-05-29,PR,home,21
2017-05-29,PR,beauty_health,4
2017-05-29,PR,tech,8
2017-05-29,PR,other,12
2017-05-29,SC,home,9
2017-05-29,SC,beauty_health,1
2017-05-29,SC,tech,3
2017-05-29,SC,other,13
2017-05-29,BA,home,6
2017-05-29,BA,beauty_health,6
2017-05-29,BA,tech,6
2017-05-29,BA,other,16
2017-05-29,DF,home,5
2017-05-29,DF,beauty_health,5
2017-05-29,DF,tech,1
2017-05-29,DF,other,6
2017-06-05,SP,home,132
2017-06-05,SP,beauty_health,36
2017-06-05,SP,tech,63
2017-06-05,SP,other,126
2017-06-05,RJ,home,28
2017-06-05,RJ,beauty_health,15
2017-06-05,RJ,tech,18
2017-06-05,RJ,other,52
2017-06-05,MG,home,28
2017-06-05,MG,beauty_health,14
2017-06-05,MG,tech,17
2017-06-05,MG,other,31
2017-06-05,RS,home,22
2017-06-05,RS,beauty_health,5
2017-06-05,RS,tech,20
2017-06-05,RS,other,19
2017-06-05,PR,home,16
2017-06-05,PR,beauty_health,4
2017-06-05,PR,tech,11
2017-06-05,PR,other,17
2017-06-05,SC,home,23
2017-06-05,SC,beauty_health,9
2017-06-05,SC,tech,8
2017-06-05,SC,other,13
2017-06-05,BA,home,2
2017-06-05,BA,beauty_health,5
2017-06-05,BA,tech,7
2017-06-05,BA,other,8
2017-06-05,DF,home,11
2017-06-05,DF,beauty_health,1
2017-06-05,DF,tech,3
2017-06-05,DF,other,9
2017-06-12,SP,home,112
2017-06-12,SP,beauty_health,44
2017-06-12,SP,tech,62
2017-06-12,SP,other,103
2017-06-12,RJ,home,39
2017-06-12,RJ,beauty_health,17
2017-06-12,RJ,tech,19
2017-06-12,RJ,other,29
2017-06-12,MG,home,28
2017-06-12,MG,beauty_health,12
2017-06-12,MG,tech,19
2017-06-12,MG,other,30
2017-06-12,RS,home,17
2017-06-12,RS,beauty_health,10
2017-06-12,RS,tech,13
2017-06-12,RS,other,16
2017-06-12,PR,home,9
2017-06-12,PR,beauty_health,4
2017-06-12,PR,tech,6
2017-06-12,PR,other,20
2017-06-12,SC,home,5
2017-06-12,SC,beauty_health,1
2017-06-12,SC,tech,7
2017-06-12,SC,other,13
2017-06-12,BA,home,10
2017-06-12,BA,beauty_health,3
2017-06-12,BA,tech,10
2017-06-12,BA,other,16
2017-06-12,DF,home,9
2017-06-12,DF,beauty_health,2
2017-06-12,DF,tech,2
2017-06-12,DF,other,8
2017-06-19,SP,home,122
2017-06-19,SP,beauty_health,51
2017-06-19,SP,tech,39
2017-06-19,SP,other,91
2017-06-19,RJ,home,32
2017-06-19,RJ,beauty_health,13
2017-06-19,RJ,tech,24
2017-06-19,RJ,other,25
2017-06-19,MG,home,31
2017-06-19,MG,beauty_health,6
2017-06-19,MG,tech,16
2017-06-19,MG,other,34
2017-06-19,RS,home,19
2017-06-19,RS,beauty_health,3
2017-06-19,RS,tech,15
2017-06-19,RS,other,14
2017-06-19,PR,home,21
2017-06-19,PR,beauty_health,2
2017-06-19,PR,tech,10
2017-06-19,PR,other,8
2017-06-19,SC,home,2
2017-06-19,SC,beauty_health,2
2017-06-19,SC,tech,4
2017-06-19,SC,other,8
2017-06-19,BA,home,6
2017-06-19,BA,beauty_health,4
2017-06-19,BA,tech,3
2017-06-19,BA,other,5
2017-06-19,DF,home,4
2017-06-19,DF,beauty_health,1
2017-06-19,DF,tech,3
2017-06-19,DF,other,6
2017-06-26,SP,home,148
2017-06-26,SP,beauty_health,36
2017-06-26,SP,tech,34
2017-06-26,SP,other,108
2017-06-26,RJ,home,32
2017-06-26,RJ,beauty_health,13
2017-06-26,RJ,tech,12
2017-06-26,RJ,other,29
2017-06-26,MG,home,40
2017-06-26,MG,beauty_health,12
2017-06-26,MG,tech,7
2017-06-26,MG,other,35
2017-06-26,RS,home,15
2017-06-26,RS,beauty_health,12
2017-06-26,RS,tech,8
2017-06-26,RS,other,20
2017-06-26,PR,home,11
2017-06-26,PR,beauty_health,5
2017-06-26,PR,tech,3
2017-06-26,PR,other,21
2017-06-26,SC,home,9
2017-06-26,SC,beauty_health,3
2017-06-26,SC,tech,4
2017-06-26,SC,other,7
2017-06-26,BA,home,9
2017-06-26,BA,beauty_health,0
2017-06-26,BA,tech,4
2017-06-26,BA,other,10
2017-06-26,DF,home,6
2017-06-26,DF,beauty_health,1
2017-06-26,DF,tech,2
2017-06-26,DF,other,4
2017-07-03,SP,home,129
2017-07-03,SP,beauty_health,43
2017-07-03,SP,tech,47
2017-07-03,SP,other,118
2017-07-03,RJ,home,47
2017-07-03,RJ,beauty_health,15
2017-07-03,RJ,tech,26
2017-07-03,RJ,other,49
2017-07-03,MG,home,36
2017-07-03,MG,beauty_health,10
2017-07-03,MG,tech,9
2017-07-03,MG,other,33
2017-07-03,RS,home,20
2017-07-03,RS,beauty_health,5
2017-07-03,RS,tech,4
2017-07-03,RS,other,27
2017-07-03,PR,home,11
2017-07-03,PR,beauty_health,4
2017-07-03,PR,tech,7
2017-07-03,PR,other,21
2017-07-03,SC,home,20
2017-07-03,SC,beauty_health,1
2017-07-03,SC,tech,6
2017-07-03,SC,other,16
2017-07-03,BA,home,10
2017-07-03,BA,beauty_health,1
2017-07-03,BA,tech,4
2017-07-03,BA,other,10
2017-07-03,DF,home,6
2017-07-03,DF,beauty_health,5
2017-07-03,DF,tech,6
2017-07-03,DF,other,6
2017-07-10,SP,home,150
2017-07-10,SP,beauty_health,70
2017-07-10,SP,tech,61
2017-07-10,SP,other,160
2017-07-10,RJ,home,35
2017-07-10,RJ,beauty_health,23
2017-07-10,RJ,tech,29
2017-07-10,RJ,other,49
2017-07-10,MG,home,40
2017-07-10,MG,beauty_health,10
2017-07-10,MG,tech,17
2017-07-10,MG,other,41
2017-07-10,RS,home,21
2017-07-10,RS,beauty_health,5
2017-07-10,RS,tech,16
2017-07-10,RS,other,27
2017-07-10,PR,home,10
2017-07-10,PR,beauty_health,12
2017-07-10,PR,tech,3
2017-07-10,PR,other,27
2017-07-10,SC,home,15
2017-07-10,SC,beauty_health,6
2017-07-10,SC,tech,7
2017-07-10,SC,other,15
2017-07-10,BA,home,12
2017-07-10,BA,beauty_health,3
2017-07-10,BA,tech,10
2017-07-10,BA,other,18
2017-07-10,DF,home,7
2017-07-10,DF,beauty_health,5
2017-07-10,DF,tech,1
2017-07-10,DF,other,6
2017-07-17,SP,home,173
2017-07-17,SP,beauty_health,59
2017-07-17,SP,tech,78
2017-07-17,SP,other,137
2017-07-17,RJ,home,60
2017-07-17,RJ,beauty_health,14
2017-07-17,RJ,tech,23
2017-07-17,RJ,other,54
2017-07-17,MG,home,53
2017-07-17,MG,beauty_health,15
2017-07-17,MG,tech,21
2017-07-17,MG,other,33
