scenario,policy_cost,optimised_cost,saving_pct,policy_capacity_breach
61,27624.531309436097,24549.225547666825,11.132517425621613,False
62,25168.410495237265,22284.907832202873,11.456832617936088,False
63,29823.74490778035,26645.284344738327,10.657483065491327,False
64,30984.63935415185,27631.073584426274,10.823317100433528,False
65,28726.994117354054,25645.962511425798,10.725214038551275,False
66,29362.089406345178,26113.608031428543,11.063522523756893,False
67,25576.10277419493,22769.588906380253,10.97318810685385,False
68,24685.595494335867,21776.476673720175,11.784681561695328,False
69,27185.987234320764,24168.078485094717,11.100971699920867,False
70,29252.29092071904,26043.735073688076,10.968562618657609,False
71,32044.972682404667,28630.07385126759,10.65658212594495,False
72,24137.377970177284,21354.97759090691,11.527351407879276,False
73,31121.685423155985,27657.57571258157,11.13085510464339,False
74,25965.720577182426,23062.29934147534,11.181747208119038,False
75,31873.530012838848,28387.938534540644,10.935693275561842,False
76,23851.03802869049,21208.190272533433,11.080640402224708,False
77,29806.501605335987,26580.67739137495,10.822552262837673,False
78,26969.189350714223,23943.01832744707,11.220845328029897,False
79,32123.86138957748,28505.219838147957,11.264653111109435,False
80,27453.893211078244,24328.943528794494,11.382537472036079,False
81,26808.17931529575,23674.994435767218,11.687421374941543,False
82,30445.491519944917,27091.9456628857,11.01491777481175,False
83,32477.98062023205,28880.916694916858,11.075392794201047,False
84,29447.86068855896,26285.99817806519,10.737155217941563,False
85,26549.398468361487,23577.913530028738,11.192287244751787,False
86,25440.556600723176,22535.652275116598,11.418399255950252,False
87,31924.099817916627,28308.65240322018,11.325135040040703,False
88,27640.05735765509,24707.419043666814,10.610102128373702,False
89,29418.304866888735,26190.132845397628,10.973344780054001,False
90,25936.17044815489,23027.042671412757,11.216489275305062,False
91,27702.50960671629,24649.12962273445,11.022033842167017,False
92,32764.306902901968,29237.72724800467,10.763480104579735,False
93,27509.765740900773,24350.06535546998,11.485740791798305,False
94,23990.146012570032,21187.784480937768,11.681302523810908,False
95,28323.87665538193,25146.246985160586,11.218908021962276,False
96,27505.293571254508,24600.856394095652,10.559557089018867,False
97,32059.852978678973,28521.341274033588,11.037205027105491,False
98,29032.80900055722,25996.326908492625,10.458795399392171,False
99,27305.732288917166,24230.279188258923,11.263031029958887,False
100,33838.37578682214,30050.912945844862,11.19280329776421,False
101,33086.60261448585,29486.320234199702,10.881390338668027,False
102,27768.746820473167,24739.92176023171,10.907316343164547,False
103,30505.264945742918,27249.730381726462,10.67204159612052,False
104,30422.023043628,27072.40207784825,11.010513538090748,False
105,28887.975668720006,25668.19209803421,11.145757001492449,False
106,29890.996187847977,26667.303169205632,10.784829646972154,False
107,23724.49854221905,20922.75213864306,11.80950736889182,False
108,25154.44632722809,22198.810327165724,11.74995450749825,False
109,27875.594226614412,24757.34023734007,11.186322931538323,False
110,24427.071707941657,21762.624476303492,10.907763580895812,False
111,26845.247388217456,23937.049650145054,10.83319403250807,False
112,25430.516158568746,22538.640289047635,11.371675869609517,False
113,29139.754347406466,25945.747289494313,10.960995140291669,False
114,26382.102986787628,23377.580829150433,11.388486198927676,False
115,29804.549514840626,26435.186800522744,11.304860396028365,False
116,28035.161433255416,25009.48931528228,10.79241910262044,False
117,26751.272279969144,23705.102482578353,11.387009057029806,False
118,29219.254210293955,26054.69934891298,10.830375199193481,False
119,27648.410415901162,24521.06318250799,11.311128511006805,False
120,30169.92018775614,26896.090368913065,10.85130420786361,False
121,28345.297515493236,25193.816993202996,11.118177611533884,False
122,30777.335280117484,27545.38123980301,10.501084680980664,False
123,25501.46529333716,22631.021060081897,11.255997254421427,False
124,29011.16590313986,25867.29321306768,10.836767817497188,False
125,27956.69159810277,24876.854846356015,11.016456439200994,False
126,29096.32665125362,25904.60156985941,10.969512130001798,False
127,27167.49799326254,24130.773596763458,11.177784561729533,False
128,25761.700799326038,22857.083429153714,11.27494412266566,False
129,27799.418050651297,24709.083513313377,11.116543992781596,False
130,28217.887607139517,25150.43590352805,10.87059295974855,False
131,28498.95703443617,25314.946700518412,11.17237494014402,False
132,25479.132886443716,22644.19120431797,11.126523397639213,False
133,26340.120533823374,23414.661091865848,11.106477049719423,False
134,28510.812283770378,25384.651620644472,10.9648249653885,False
135,24852.75686240557,22065.048354977625,11.216898482779087,False
136,26827.553994154685,23893.7993768394,10.935602321234743,False
137,27304.67038835231,24265.55683952399,11.130379915242461,False
138,29595.87548399013,26372.650592239464,10.890790824871077,False
139,26453.538741857865,23533.082644987197,11.039944883629436,False
140,25899.03468165969,23020.276445643773,11.115310942668067,False
141,30076.558565958658,26638.259478595257,11.431823490786432,False
142,29956.526210863092,26670.35335138633,10.969806166260701,False
143,29384.09052926751,26269.603898428482,10.599227591328365,False
144,25993.843988464316,23095.978928579778,11.148274419014625,False
145,29010.19276473,25787.06622476242,11.110324450812305,False
146,30037.27534470064,26657.942923306575,11.25046257562861,False
147,27664.325298489002,24638.702735725994,10.936910732929622,False
148,27972.182707166205,24869.191690131276,11.093131521123563,False
149,30586.835460985767,27215.55435587988,11.0220003288867,False
150,29949.92515648778,26517.17941849519,11.461617082702412,False
151,25966.995869291844,23082.64014138187,11.107775972348678,False
152,29018.79508054848,25967.73063389395,10.514097632880985,False
153,29900.728250514007,26584.42683045125,11.091038961586985,False
154,29659.789137729793,26394.05432870193,11.01064742524945,False
155,28269.45548141808,25169.199639680897,10.96680423779307,False
156,30874.762825806905,27519.326876829953,10.867892226113833,False
157,28779.16757305,25539.1947332816,11.25804918277915,False
158,26707.91061180292,23692.60121710497,11.289948654259035,False
159,26910.75671766387,24022.337165968314,10.733327130112377,False
160,29068.77270338083,25851.4876773511,11.067839219973488,False
161,30431.458546794223,27151.853322644256,10.777022794050254,False
162,29315.307575087594,26117.58050085343,10.908045450465002,False
163,28087.343709467044,24950.012532694203,11.169910580456138,False
164,27390.106612239484,24287.758393619115,11.326528452554692,False
165,30279.20258910188,27109.774915956063,10.467341944753061,False
166,28023.163126677955,24817.982409726104,11.437612172697698,False
167,25911.35954482569,23017.786756042784,11.167197860757295,False
168,30974.638238742074,27543.83450313309,11.07617047587612,False
169,28662.577299480625,25564.284813874325,10.809539048892306,False
170,28881.672432329953,25585.593690756315,11.412354147068122,False
171,25611.762554085224,22941.654729711987,10.425318518140562,False
172,29728.975015985983,26466.20137697294,10.97506266952888,False
173,29989.609067582147,26669.669576096647,11.07029932935756,False
174,30236.18640079036,26926.601161085982,10.945776017632525,False
175,25100.364272264167,22288.11554127824,11.204015609022276,False
176,27815.27323124112,24671.357288325507,11.302840409938808,False
177,26745.39863775974,23854.406343442148,10.809307176435297,False
178,28572.36416212343,25343.69352960024,11.299977188458328,False
179,26968.179665727253,23867.781906359858,11.496503649104515,False
180,29002.595554142154,25828.31778212812,10.944805840181715,False
181,31684.658843682108,28212.23739495202,10.959314619297176,False
182,28624.690261477208,25507.638340129335,10.889382183264239,False
183,28007.418803121516,24918.977332626568,11.027226365289799,False
184,28488.421158629895,25374.720283081173,10.929706698068454,False
185,27119.506595771436,24065.648189504638,11.260744717025808,False
186,26590.82696498423,23690.13872202993,10.908604861270515,False
187,29683.719602277215,26480.724477752745,10.79041025666726,False
188,28459.07428350323,25355.284692530222,10.906150917115983,False
189,31059.905798124273,27531.553341175735,11.359829871607717,False
190,29659.833632027483,26403.03596244826,10.980498778194246,False
191,28021.305240264894,24819.601821414522,11.4259610371387,False
192,24937.095437442047,22116.386833646815,11.311295699498555,False
193,27384.372358412897,24353.476474489107,11.067976451147882,False
194,28748.040688758876,25611.48679334505,10.910496229540565,False
195,29174.61800230552,26066.284123091256,10.654240199369973,False
196,29095.747352617782,25995.37407039222,10.655760942145445,False
197,28173.17320886342,24980.99970266821,11.33054300461595,False
198,26266.79708178953,23392.43494525089,10.94294872568,False
199,28253.747265558482,25147.390941809128,10.994493206697664,False
